channel;url;type
weltnetzTV;https://www.youtube.com/channel/UCtf05Vriu2dW1ASkPHf8OtA;NA
Bürgerverein Riesa2018eV;https://www.youtube.com/channel/UCc0ZuHxgPggPwOHmFhTz9AQ;NA
zerwas2ky;https://www.youtube.com/channel/UCGyOP_qMgXN0zaF6Ph7iXrA;NA
helo3456;https://www.youtube.com/channel/UC6AwAmSyuFcsXHbQpLBtldQ;NA
Jennifer Schubert;https://www.youtube.com/channel/UCFU1QWOsxWa_jkTwGlMJkiQ;NA
euronews (em português);https://www.youtube.com/channel/UCUmEPYxmnyQDeRUcFkslmQw;NA
Kitty Kante;https://www.youtube.com/channel/UChLNXP6peu-vjGXKFfSpUkg;NA
reklawlairepmi;https://www.youtube.com/channel/UCn7DSLsj0VAhEqLe5sd0d0Q;NA
Julien Aubert;https://www.youtube.com/channel/UC3kN4KnTeaSl7bH_9ldSswg;NA
WikiTubia;https://www.youtube.com/channel/UCwaKtuZAUVRHYr4RztrVdLQ;NA
Jazzrausch Bigband;https://www.youtube.com/channel/UCjEWk1OTJrG8w9QxCpKYCPA;NA
Sheketa Marquez;https://www.youtube.com/channel/UCHqirv4KL-Djmde6eVQ0CAw;NA
afpde;https://www.youtube.com/channel/UCCjkK_Qk9BUytDlAzz0iCZw;news
BÜNDNIS 90/DIE GRÜNEN;https://www.youtube.com/channel/UC7TAA2WYlPfb6eDJCeX4u0w;party
AT5;https://www.youtube.com/channel/UCNo0EFgAgYCXqEZqGOBmKlg;NA
NYU Florence;https://www.youtube.com/channel/UC1w2qLVUTAgjJlL54hULPfQ;NA
PETA Deutschland e.V.;https://www.youtube.com/channel/UCO4Wc93amyc9VDvzTa1bekg;ngo
DIE LINKE. Thüringen;https://www.youtube.com/channel/UCXrfb7xN-St9DVrA0wU5-jQ;party
NÓTÁK - CSÁRDÁSOK;https://www.youtube.com/channel/UCCp9MW9lzqzWmod4xVpM9EQ;NA
Közéleti Gazdasági Krónika Videómagazin;https://www.youtube.com/channel/UCt1EOvTu4Reb2ig1ZYD3Ymw;NA
Iglesia Ammi;https://www.youtube.com/channel/UCHDcnd_xBlVRE4xDNGr9iiw;NA
Koldwink-Schlager Volksmusik Vol. 1;https://www.youtube.com/channel/UCmbfBBlfQZotqCPs1Tk7X9A;NA
Roca Salvación;https://www.youtube.com/channel/UC1hWu0hLXOXeaYVYchOtf_A;NA
labor14 - Thüringer Lernsender;https://www.youtube.com/channel/UCcuaiTKwmZNTtHRrd60YZdA;NA
Ratbas New England Virtual Cycling;https://www.youtube.com/channel/UClLUGenRqe_LTZWeczMwzOA;NA
5viertv;https://www.youtube.com/channel/UCpEKjoawPFkGAQBI_5iHR0Q;NA
juThueringen;https://www.youtube.com/channel/UCdNQvxQ3qElHxGwswZ1JcmQ;party
Dirk Adams;https://www.youtube.com/channel/UCobEAiN0yYEAIofP2vRXROw;NA
moviemaniacsDE;https://www.youtube.com/channel/UCYCEK7i8Uq-XtFtWolofxFg;NA
Tampa Bay Buccaneers;https://www.youtube.com/channel/UC0Wwu7r1ybaaR09ANhudTzA;NA
Zentralkomitee der deutschen Katholiken;https://www.youtube.com/channel/UCn4dpAytiEyqlgJvEzQbEPA;NA
Luago nos Livros;https://www.youtube.com/channel/UCIlwWMvpQlmrwb0hJMCmbBg;NA
Rising Response;https://www.youtube.com/channel/UC21Z4HlfJiEeU8HSr5FMFVw;NA
AcornMediaUS;https://www.youtube.com/channel/UCJupePS-vUpIx9LRoe4PCRQ;NA
Brian. Lewis;https://www.youtube.com/channel/UC2s5eIAiyA9L-sQ-9kBuUiA;NA
Runabrat;https://www.youtube.com/channel/UCawceQLtyf283AzxAFRBISw;NA
Dirk Adams for Montana;https://www.youtube.com/channel/UCu5jbV2A7-VDsJi3l15BHBQ;NA
sachsenfdpfraktion;https://www.youtube.com/channel/UCIdDK4Xz-0hlO_hhA-oazcg;party
Freie Propaganda;https://www.youtube.com/channel/UCtgW6uM0hmDtMzL61mHTDKQ;NA
Rocko Schamoni - Topic;https://www.youtube.com/channel/UCqTP1V6a-kDwSLIY9FkeYng;NA
Die Grünen;https://www.youtube.com/channel/UC5fz65IdlRTPMUoBLCJBZWA;party
WELT netzreporterin - Antje Lorenz;https://www.youtube.com/channel/UCanbTgWMvESZy3xhXcxjHcg;news
0tehencsorda0;https://www.youtube.com/channel/UCxscn7lt47Qnfo5wVWKW9-g;NA
Christoph O. P. Wieduwilt;https://www.youtube.com/channel/UC1v28ehS1hAXpxc1MdjHMsg;NA
Carolin Matthie;https://www.youtube.com/channel/UCHNVmVDguYH5EiKdC_EFcDQ;NA
ZDFheute Nachrichten;https://www.youtube.com/channel/UCeqKIgPQfNInOswGRWt48kQ;news
Carsten Jahn;https://www.youtube.com/channel/UCfluzhYpawqHUYNcFdw68Gg;NA
Raw Data;https://www.youtube.com/channel/UCdxU6jfm7KA6SZ7OhoRdI2g;NA
RedeFabrik - Kommunikation & Charisma;https://www.youtube.com/channel/UCkC-9P-VbzSNzsgMwtGdOXg;NA
eigentümlich frei;https://www.youtube.com/channel/UCxQdpLijLxJTXUgmM03xT0g;NA
Manuscriptum;https://www.youtube.com/channel/UC9l8hTNYBmMv4NZ6VDutIfw;NA
Andreas Kemper;https://www.youtube.com/channel/UCP-fyooZtp2C6UbiGqRsvDQ;NA
EXPRESS;https://www.youtube.com/channel/UCRrPg7t_nw-v2dh5UhmDoDw;news
idowa;https://www.youtube.com/channel/UCWKAIWmrHBsxrBsl6Fe7iUg;NA
LeFloid;https://www.youtube.com/channel/UCLm6s42r_wCbBX0QqXNCTwg;NA
Yad Vashem Deutsch;https://www.youtube.com/channel/UCQyXSNiV5nr1eS5uIwBO_YQ;NA
ZAPP - Das Medienmagazin;https://www.youtube.com/channel/UCg1-w2x7jwdQ8-3pM9aUQ6g;news
ZDF;https://www.youtube.com/channel/UC53bIpnef1pwAx69ERmmOLA;news
451 Grad;https://www.youtube.com/channel/UCeVwmPZVO6OsB_omHP2t8pQ;NA
Shapira Shapira;https://www.youtube.com/channel/UCHtPL6HO2Fz0hZ_DCeAySfg;NA
Westfalen-Blatt;https://www.youtube.com/channel/UCQl8qVCzNap_vXPuzzHynQA;NA
JohannesOerdingVEVO;https://www.youtube.com/channel/UCkOnH3G_xHfQtEAsAF-l0BQ;NA
OE24.TV;https://www.youtube.com/channel/UCyQpfuhftLvrmjxgEzVH78Q;news
ttt - titel thesen temperamente;https://www.youtube.com/channel/UCJwhcuLUKR7NdjImkxrdI-A;news
quer;https://www.youtube.com/channel/UCAeXKE-3J-6u68tO5Oafyag;NA
liederoperagreats;https://www.youtube.com/channel/UCBAIQDZEpIE62xB0FT8Xfzw;NA
SPD Thüringen;https://www.youtube.com/channel/UCqIuSHOoxDL1TTQcS46bC6w;party
SchwinnXchange;https://www.youtube.com/channel/UCMBeqzEcBhCk_yMfKIeVCrw;NA
Peter Vida;https://www.youtube.com/channel/UCZHY2fR_a5hsJiQacMlNCSg;NA
klinikumdo;https://www.youtube.com/channel/UCkQOLo7rQ4r-rMsIe52ZKog;NA
Tiemo Wölken;https://www.youtube.com/channel/UCPj-O6kDjNyPbcuEHaODS2A;party
fritz51279;https://www.youtube.com/channel/UCcBTko_zoFA4J5OSiVJS4Rg;NA
LLDM Escondido;https://www.youtube.com/channel/UC5JpfSmpFLS5GzyMWKM6qbg;NA
WeAreDevelopers;https://www.youtube.com/channel/UCSD0dLRGQk_T-D3RvpM5aFQ;NA
Lisa Licentia;https://www.youtube.com/channel/UCW29E_o2rSRHxeL78XTVCug;NA
S-Kreditpartner GmbH;https://www.youtube.com/channel/UC9neSQ1jmiIEb3-pH19jH1g;NA
OSVvideo;https://www.youtube.com/channel/UCXZ_bov2SUTcS4bsbbOz4hg;NA
SPDBrandenburg;https://www.youtube.com/channel/UCgqoJfoFUc7FFAS7vqwAVGQ;party
Sameh Farouk;https://www.youtube.com/channel/UCOA4qMqzHXOUDI9wVbFLhCg;NA
Rederei FM;https://www.youtube.com/channel/UC9fB29Ho1MhglqeFTwgCG7g;NA
FÜNFZWO;https://www.youtube.com/channel/UCx0qHutpMWkNy-1T6U4jU9A;NA
Joachim Krutzeck;https://www.youtube.com/channel/UCYfQDxLFqzfnX4WoyTMO3hQ;NA
Tom Streller;https://www.youtube.com/channel/UCvV_SroNQdOtqmvQLgXjBSA;NA
Einfach unverzichtbar.;https://www.youtube.com/channel/UCHX-47-SahsFs2U3Glxv6dA;NA
IYGU videos;https://www.youtube.com/channel/UCbnAgUgUb9fbLnv-un5tJVw;NA
Bundesrat Deutschland;https://www.youtube.com/channel/UCXC2CtPZ7PB0fD2UyxoSslQ;government
Sächsischer Landtag;https://www.youtube.com/channel/UCWx9w5N6-76g3Z_9HsJZizA;government
Julius Hermann;https://www.youtube.com/channel/UCnJpKhglQRO7eG0vuXZkRbA;NA
Hans-Thomas Tillschneider;https://www.youtube.com/channel/UCz_ZXW2v3b0KFtaoTWsIv8Q;NA
RebellComedy;https://www.youtube.com/channel/UCJuFbn9jOAxi_XQ6aeUPXpg;NA
stephan;https://www.youtube.com/channel/UCwlCO2JJGX2s5VEy4C-h1lw;NA
GOSIP ARTIS;https://www.youtube.com/channel/UCr5WGjS0wZyLboO_3c5qW-A;NA
MV1 - Mein Land. Mein Sender;https://www.youtube.com/channel/UCI4Xqk2lTUX2_CxtPXMZK1w;news
LazySRRanch;https://www.youtube.com/channel/UCVdfeegnpGV8U4ASKPwQKiw;NA
staatsschauspieldd;https://www.youtube.com/channel/UCWHReb9wTTVkqbCxZfy5kVg;NA
Dr. Anton Friesen, MdB;https://www.youtube.com/channel/UCbVyDbq7OPqktxKiMXHLgoQ;NA
Robert Niedermeier;https://www.youtube.com/channel/UCXSCNFSMDMa2RRx6c64ayWw;NA
SWR Spätschicht;https://www.youtube.com/channel/UCUIsXmEA5oPRwK8VppFmrIg;news
TED;https://www.youtube.com/channel/UCAuUUnT6oDeKwE6v1NGQxug;NA
chronoshistory;https://www.youtube.com/channel/UCFn1ROV1cysLXMkS53Aw6PQ;NA
Gábor Körmendi;https://www.youtube.com/channel/UCem7dXYxSuK4LTXDt2FFSsA;NA
Landesschülervertretung Thüringen;https://www.youtube.com/channel/UCFTMhknDwiH6ix5Pp0LGUew;NA
ICCDD 7;https://www.youtube.com/channel/UCyFkkLUynzvaJSyQeXzwJlw;NA
Jolene Shao;https://www.youtube.com/channel/UCZ02HQzdwZmV_SsTYChr79A;NA
fehervarmediacentrum;https://www.youtube.com/channel/UC2R3UP-StdhnW9SpJZfAmAQ;NA
TEDx Talks;https://www.youtube.com/channel/UCsT0YIqwnpJCM-mx7-gSA4Q;NA
Lausche Video;https://www.youtube.com/channel/UCIj9hWAu6ic5B5E18fiUGSA;NA
Sergeant Meinungsfrei2;https://www.youtube.com/channel/UCdOgr75R7yPH8yu982JwpXw;NA
AfD, Digga! JA;https://www.youtube.com/channel/UC_qLqsDb48WsEgbOQohjDiw;NA
T-Systems Multimedia Solutions;https://www.youtube.com/channel/UC7DlWLfYCKCs6VnGVl4efvg;NA
Talk Guru;https://www.youtube.com/channel/UC8P_HBd35Ue-GuFf62ByHZw;NA
Daily Mail;https://www.youtube.com/channel/UCw3fku0sH3qA3c3pZeJwdAw;news
AfD Rheinland-Pfalz;https://www.youtube.com/channel/UC_BlT2L1RgHqDI8_1wdK4iQ;party
COMPACTTV;https://www.youtube.com/channel/UCgvFsn6bRKqND1cW3HpzDrA;NA
RECHT EINFACH;https://www.youtube.com/channel/UCYFlBwHPxM8PlMjrBJR646g;NA
Ignaz Bearth Alternative;https://www.youtube.com/channel/UCox4UyPlcCRItv10vQAHK3Q;NA
WELT Nachrichtensender;https://www.youtube.com/channel/UCZMsvbAhhRblVGXmEXW8TSA;news
Tilo Jung;https://www.youtube.com/channel/UCv1WDP5EiipMQ__C4Cg6aow;news
tagesschau;https://www.youtube.com/channel/UC5NOEUbkLheQcaaRldYW5GA;news
phoenix;https://www.youtube.com/channel/UCwyiPnNlT8UABRmGmU0T9jg;news
MDR Mitteldeutscher Rundfunk;https://www.youtube.com/channel/UCvwE_EBBDWM552Vd9v8m9Gg;news
Kyffhäuser Nachrichten;https://www.youtube.com/channel/UC-CPnFmyHXxC3O_lgNw8LOQ;news
SPIEGEL TV;https://www.youtube.com/channel/UC1w6pNGiiLdZgyNpXUnA4Zw;news
extra 3;https://www.youtube.com/channel/UCjhkuC_Pi85wGjnB0I1ydxw;news
ZDF heute-show;https://www.youtube.com/channel/UCFqcNI0NaAA21NS9W3ExCRg;news
faz;https://www.youtube.com/channel/UCcPcua2PF7hzik2TeOBx3uw;news
ARD;https://www.youtube.com/channel/UCqmQ1b96-PNH4coqgHTuTlA;news
TV Westsachsen;https://www.youtube.com/channel/UCpCH7b9KtdcQY0duusx4Xng;news
DW Deutsch;https://www.youtube.com/channel/UCMIgOXM2JEQ2Pv2d0_PVfcg;news
Mitteldeutsche Zeitung - TV;https://www.youtube.com/channel/UClYF2DP9n6_OgYgO7D7cM0A;news
Lausitzer Rundschau;https://www.youtube.com/channel/UC0DB1y2diqTXdlQEbuvZhNg;news
Niederlausitz Aktuell;https://www.youtube.com/channel/UC6EGFFk7sOk-sVm7r2fCLNw;news
Berliner Morgenpost;https://www.youtube.com/channel/UC7Z2Z_qjp3iDp9Ek5Vi6Xqg;news
Wittstock-tv 2018;https://www.youtube.com/channel/UCMRkjX1JxDxrtDXR4wDBnNw;news
rbb;https://www.youtube.com/channel/UCtyFVwXiQUaZNrE_4fE30_A;news
Prignitz Online TV;https://www.youtube.com/channel/UCIYp5ncrrheYv7VgUf0HqdA;news
MAZonline;https://www.youtube.com/channel/UCu183q0D2MiF7PzcbZc0avw;news
TV.Berlin - Der Hauptstadtsender;https://www.youtube.com/channel/UCwtBLZ8VGfchDTJ_cYZ5S1A;news
MDR KULTUR;https://www.youtube.com/channel/UCmawTjFZYO5Iq-OWGPzAteQ;news
RT Deutsch;https://www.youtube.com/channel/UC4kbRZt6oNrlokrqrnQXpKg;news
DRESDEN FERNSEHEN;https://www.youtube.com/channel/UCHHKF8o2gEj_iqtouQOrKqw;news
sächsischeDE;https://www.youtube.com/channel/UCJIp8nBe-mvX9xkqCvIu3wg;news
DRESDENEINS.TV;https://www.youtube.com/channel/UCX9lJLkED1AkBbAHzfbuDIg;news
RADIO PSR;https://www.youtube.com/channel/UCF6WKQzWWqt2UvIuAYtiHaQ;news
TAG24 Dresden;https://www.youtube.com/channel/UCXruOvLVKrFpex6p9VK_Jag;news
stern;https://www.youtube.com/channel/UCdG3Qj5snC8LL26g0oZmXqw;news
PotsdamTV;https://www.youtube.com/channel/UCgy1fdf0KGymr203R6cUqtQ;news
Nachrichten 24h;https://www.youtube.com/channel/UCQe9ODaMFD-UrFaZF-nfhqQ;news
LausitzTVCottbus;https://www.youtube.com/channel/UChSVp_Vx476wAYiqnZV6uXA;news
Ostsachsen-TV.com;https://www.youtube.com/channel/UC2yt79_SRWSf41L7ZDnp6RQ;news
Freie Presse;https://www.youtube.com/channel/UCNtnFKRRo_Qyw36c1AoU5AA;news
SAT.1 REGIONAL;https://www.youtube.com/channel/UCO3vATnmLHULoZLUpOzrLmw;news
Schweizer Radio und Fernsehen;https://www.youtube.com/channel/UCVuR4hBxX3zWY_xUCZeIc3A;news
Augsburger Allgemeine;https://www.youtube.com/channel/UCIDtUqf2KtF4kjki4xG2NOA;news
Stuttgarter Zeitung & Stuttgarter Nachrichten;https://www.youtube.com/channel/UCxU1a-2vec6ljU43I0F2Jwg;news
MDR Investigativ;https://www.youtube.com/channel/UCZOM0CqaJ5njZB_O-RyQSsw;news
SUPERillu Verlag;https://www.youtube.com/channel/UCcgdFyJweRYu-eW2a6nF5_w;news
RBBradioeins;https://www.youtube.com/channel/UC-ZMxS-psFAo2NahWdE3I5g;news
BILD REPORTER;https://www.youtube.com/channel/UCY67SNKhORfGFIcb9ESf77A;news
Leipziger Volkszeitung;https://www.youtube.com/channel/UCizkcTCum-jZFOlzay0w-5w;news
LEIPZIG FERNSEHEN;https://www.youtube.com/channel/UC-fov7TZCbfKK0hbd-fIQxw;news
PRT 24 - Das Stadtzeitungsfernsehen;https://www.youtube.com/channel/UCjsvJz8Grfd4I_ExdH-4cpw;news
LokalTVGera;https://www.youtube.com/channel/UCqObp6Pl-xa73fnjqC9JYIw;news
BR24;https://www.youtube.com/channel/UCcweJsCV2TUP_kzMX25U-oQ;news
Merkur Zeitschrift;https://www.youtube.com/channel/UCv1MLc1Ysp7wV_-v0XAHxLQ;news
Deutschland Kurier;https://www.youtube.com/channel/UCiTKi7Ahf3E2yMGpmIxSvgw;news
ARD Mittagsmagazin;https://www.youtube.com/channel/UCyHq20zKp0QsYEjOyKuYnFg;news
Epoch Times Deutsch;https://www.youtube.com/channel/UC0sfnuCUaYV2twmfZDtXZng;news
CHEMNITZ FERNSEHEN;https://www.youtube.com/channel/UCPhjPeXS8dOBKxhg9GvEVSw;news
ntv Nachrichten;https://www.youtube.com/channel/UCSeil5V81-mEGB1-VNR7YEA;news
Monitor;https://www.youtube.com/channel/UC1cQzKmbx9x0KipvoCt4NJg;news
euronews (deutsch);https://www.youtube.com/channel/UCACdxU3VrJIJc7ujxtHWs1w;news
Deutsche Bundesstiftung Umwelt DBU;https://www.youtube.com/channel/UCeri2p3Y0W7duU5YPANWGEg;ngo
Landesjugendring Thüringen e.V.;https://www.youtube.com/channel/UC5rfbVied6FhqMqVmyQYgHQ;ngo
ISÖ - Institut für Sozialökologie gGmbH;https://www.youtube.com/channel/UCkj0xYL8hzH0KxWIYdJ0_5w;ngo
BUND Germany;https://www.youtube.com/channel/UCXbJoHWZchLL_2cpVqzmDNQ;ngo
Zentrum für Politische Schönheit;https://www.youtube.com/channel/UCywoQ9phQnCgQOJbXK-4PFQ;ngo
Zentrum für Politische Schönheit;https://www.youtube.com/channel/UC6WH9ffpj2kRTfYXPlygolQ;ngo
Rosa-Luxemburg-Stiftung;https://www.youtube.com/channel/UClp4017ICvSPjIEBZLeEwaQ;ngo
iksmedienarchiv;https://www.youtube.com/channel/UCk68PFdq2dpErADmMFrqVxA;ngo
DEFA-Stiftung;https://www.youtube.com/channel/UCgKL_sgH7jP9FJA72q-KFRQ;ngo
Heinrich-Böll-Stiftung;https://www.youtube.com/channel/UCsUAhvKYTex6JuYYPJwBqpg;ngo
DeutscherHanfverband;https://www.youtube.com/channel/UCNJxn7JS4saCHPsnD91yf9Q;ngo
Friedrich-Ebert-Stiftung;https://www.youtube.com/channel/UCfXAoHg7L9Y_RmiUqMcZr7A;ngo
Arbeit und Leben Thüringen;https://www.youtube.com/channel/UCXRk3yp6nmmUqPb0uld3oRg;ngo
BUND.Leipzig;https://www.youtube.com/channel/UCq-5mNNdM-s-dIX3AHHLJUg;ngo
Zentralverband des Deutschen Handwerks;https://www.youtube.com/channel/UCFoFurByZqWlGeNBsGsARKg;ngo
AfD Kompakt TV;https://www.youtube.com/channel/UCq2rogaxLtQFrYG3X3KYNww;party
AfD-Fraktion Brandenburg;https://www.youtube.com/channel/UCTM3TcPBOQlb9bgO5QoyuXQ;party
Dr. Christian Blex;https://www.youtube.com/channel/UCOtXM3dmat8HMSD0bOP0-Xg;party
LinksfraktionTHL;https://www.youtube.com/channel/UCKjck2_oh54Qc8d_k8FjH2w;party
Grüne Landtagsfraktion Thüringen;https://www.youtube.com/channel/UC7nfPpQED8OR7l5FE-_Wa4w;party
Grüne Thüringen;https://www.youtube.com/channel/UCsdgei6gP8OJEWGGM4Olrgg;party
DIE LINKE. Gera;https://www.youtube.com/channel/UCUxsmaxV0nGgEK4xGzRdlYA;party
Grüne Brandenburg;https://www.youtube.com/channel/UCku7SU-mpdtVNhKWR-Zi1lQ;party
Grüne Fraktion Brandenburg;https://www.youtube.com/channel/UCTdW7IY_On9Az4V5266MKhA;party
AfD in Sachsen und Dresden - Die Dokumentation;https://www.youtube.com/channel/UCJoqv1FUycJK9WtkFr6uffA;party
Fraktion DIE LINKE. im Bundestag;https://www.youtube.com/channel/UCF2SPLBq18sL88yZw9m-GZQ;party
DIE LINKE;https://www.youtube.com/channel/UCA95T5bSGxNOAODBdbR2rYQ;party
FDP Brandenburg;https://www.youtube.com/channel/UCya1c4OA5D9zqDY0FmLr4pQ;party
Wahlkreisbüro Hans-Peter Goetz;https://www.youtube.com/channel/UCWElds1pCzsYOfefSymTUSQ;party
FDP;https://www.youtube.com/channel/UC-sMkrfoQDH-xzMxPNckGFw;party
FDP SACHSEN;https://www.youtube.com/channel/UCPCU71uAUNvv0TplP6YHtcQ;party
cdutv;https://www.youtube.com/channel/UCKyWIEse3u7ExKfAWuDMVnw;party
CDUBrandenburg;https://www.youtube.com/channel/UCekGHzAs8RZX1bUFpEZeing;party
JungeUnionBrandenbur;https://www.youtube.com/channel/UC5Op_0XujqqtOXX2vhsflVA;party
CDU Bernau;https://www.youtube.com/channel/UClhqYeONpfl3l_5RvuHRVlA;party
Sebastian Steineke MdB;https://www.youtube.com/channel/UCYAiWTFmBfROCQ6UteiLldw;party
AfD-Fraktion im Sächsischen Landtag;https://www.youtube.com/channel/UCVXqMg5NOK5z8dwtzqRcMNg;party
DIE LINKE. Brandenburg;https://www.youtube.com/channel/UCJE3ku0hSgurjmGkt8G1A6g;party
Linksfraktion Brandenburg;https://www.youtube.com/channel/UC1llJzY0Ja4UPDfahaiEWJw;party
GRÜNE Sachsen;https://www.youtube.com/channel/UCStjIha7BIAB1rc__KqX1wg;party
SPD;https://www.youtube.com/channel/UCSmbK1WtpYn2sOGLvSSXkKw;party
SPDSachsen;https://www.youtube.com/channel/UCIEthnaXGu_WrKLYs1ncKmA;party
CDUFraktionNRW;https://www.youtube.com/channel/UCaZl7C8tr-UlAlldCjYaHzg;party
cdusachsen;https://www.youtube.com/channel/UCsekFnyJxM9n0gy_vSEeMjA;party
CDU-Fraktion im Thüringer Landtag;https://www.youtube.com/channel/UCGeEd61EzojK_gsNrEsvxkQ;party
CDU Thüringen;https://www.youtube.com/channel/UCI-Pspd-qHG5ifBxKslOJDQ;party
CDU-Fraktion im Thüringer Landtag;https://www.youtube.com/channel/UCLR_dhEPws3ha9GKFrOKkZg;party
BVB FREIE WÄHLER;https://www.youtube.com/channel/UCbJ9IFqQBkvhf1SwSOnacLg;party
DIE LINKE. Sachsen;https://www.youtube.com/channel/UCjUMeHH_vr3ycKVU5x0koAg;party
linksfraktionsachsen;https://www.youtube.com/channel/UC_XiP35U4oXjQTkeNKBAX0Q;party
Fraktion der Freien Demokraten;https://www.youtube.com/channel/UC2TCluB4jcrJqis5rzGcCbw;party
BundestagTV FDP;https://www.youtube.com/channel/UCix4d5uB_VDctzXff0-6_Vg;party
FDP Kreisverband Schmalkalden-Meiningen;https://www.youtube.com/channel/UCnn6bt3QZendtl2ERuWUIJg;party
Thomas L. Kemmerich;https://www.youtube.com/channel/UCSXwuySFPFy6xyhtSujGD6w;party
Thomas L. Kemmerich;https://www.youtube.com/channel/UCuXL_YgMHbcDMlJ3pNjh97A;party
Thomas L. Kemmerich;https://www.youtube.com/channel/UC-Mn8lJePd9hP2sSHqL661g;party
FDP Unterfranken;https://www.youtube.com/channel/UCPBoLQJynggtk3QwF5rC5rw;party
GrueneFraktionBB;https://www.youtube.com/channel/UCf49l8vAe-JAYoQgCEQYgIg;party
SPD-Fraktion im Thüringer Landtag;https://www.youtube.com/channel/UC1f4-dfMnYj9AucyrmL9YWw;party
SPD Erfurt;https://www.youtube.com/channel/UC1OLrpQOe8xVSBUYRu99avg;party
CSUtv;https://www.youtube.com/channel/UC5AagLvRz7ejBrONZVaA13Q;party
FPÖ TV;https://www.youtube.com/channel/UCRdEdkAlZetdf74bYaBRv3g;party
AfD-Landtags-TV;https://www.youtube.com/channel/UC1PO45tNfIfTDEqXMiiCqmQ;party
CDUFraktionBW;https://www.youtube.com/channel/UC3XaPUto87ydZF0JICibILQ;party
Ernst Abbe Hochschule Jena;https://www.youtube.com/channel/UCXN6OTSl3dNbwCEvXQw0XYg;uni
hmtRostock;https://www.youtube.com/channel/UCpISDUVaWGX3gSqnaP4QOaA;uni
Hochschule Mittweida;https://www.youtube.com/channel/UC8uyg33NfnJE-UFSXz-gqaA;uni
TU Chemnitz;https://www.youtube.com/channel/UCktQ81zUajsflP1d7wlj8XA;uni
University of Denver Religious Studies Department;https://www.youtube.com/channel/UCAek6es6nLMHg9G7PuhcP3Q;uni
